X,Y,Place,LabelX,LabelY
0.1660081566490128,-0.6990444766781388,M,0.19702245766375048,-0.5314923067166446
0.9273131797312125,0.01044883095353145,1,1.0487420531956944,0.15659932612610783
1.660975699802795,-0.13738534617770898,2,1.8034312180230319,-0.16351833305592178
-0.1975223986828561,0.9370911144989403,3,-0.23379336088653258,1.1153441218548932
1.9450088902068898,0.10404789942064185,4,2.087464408427126,0.07791491254242944
0.39755367029075267,0.07777889226680428,5,0.3707446982271656,0.22392938743938018
2.629146457564081,0.9549034141758536,6,2.8967105120810577,0.8217620533530514
0.24986331471529866,1.0329481813907728,7,0.24513231964525417,1.2005003513522676
-1.2713948088252696,0.17152897336714834,9,-1.0763726787156465,0.36048281811756056
-0.5405943377126451,0.8751543615255871,10,-0.3928821583034696,1.0427065314870818
-0.71646652713269,-0.06315185018911432,11,-0.4541591338046529,-0.15348986143408094
1.4894972589101907,1.3905389064708662,12,1.710802694964507,1.526851327606527
1.390972302159812,0.4088704957047854,13,1.5382530835932546,0.5693692456548303
2.845907115277145,1.0344295434146937,14,2.9883148456683917,1.1805800385872698
0.5722105675649103,1.2610707420059142,15,0.5622229113059269,1.4072212371784913
-0.10703706689758354,-0.903242321498609,16,0.07323657949384232,-1.0047926098629483
0.4228303087096702,-0.6944709512057318,17,0.8438888699436542,-0.6242964015338139
0.45511824797024847,-0.5888987382249912,19,0.3925639798218792,-0.36784479134337245
0.027810023751503637,-0.6945716262948949,21,0.028335689870397474,-0.5377202937278591
0.27952651058387024,-0.8138787978475756,22,0.6900717494399764,-0.7330034107811989
0.009630979107685105,-0.7657129588350032,23,0.31402149433640014,-1.2504004302105898
1.0404072600766767,-2.174092734363731,24,1.2511993737531157,-2.2367520822179516
0.35662205553101584,-0.7069906176318885,27,0.451767623050805,-0.6689185801433477
1.4115675489398338,0.3804154009044183,32,1.5912510934583737,0.38380759256601893
0.14813832835000698,-0.845742463519148,34,0.3578791097886582,-0.97888382434195
-1.8651908659529162,-0.1921813589090844,37,-1.7700452984331272,-0.15303923768109762
0.8488585210824531,0.44544431732625783,38,1.017597345247383,0.5915948124988346
-0.34218531051026985,-1.2793644540339648,39,-0.15241984158958521,-1.1011114466780114
-0.9693263953330825,-0.9128855568098353,40,-0.8005875711681525,-0.766735061637259
-1.5485605199434302,-1.2032540867436894,41,-1.3167417615112367,-1.2721904231997376
