X,Y,Place,LabelX,LabelY
-0.894278445585586,-0.4061170298819974,M,-0.9280528722262602,-0.2551044761046961
1.631046348247879,1.9473431293158718,1,1.7298044818427627,2.0366891185010907
-1.7999967213805048,-1.0834616745879786,16,-1.7662222947398303,-0.9415146665002714
-0.042373718123384335,-0.39094618912760565,17,0.09486161037859775,-0.2671302724190858
0.0647286010317114,-0.040752615071355705,19,0.030954174391037093,0.12839103008513297
-1.3526954543879703,-0.3912801384528782,21,-1.2753135401859181,-0.26746422174435813
-0.5177267283957393,-0.7870339418158654,22,-0.4839523017550649,-0.6450869337281582
-1.4129971610303074,-0.6272630434421831,23,-1.2672113447711928,-0.5850370379400072
-0.2619931061993337,-0.43247517301437594,27,-0.09910631442595363,-0.3086592563058561
-0.9535544507304435,-0.8927289031036143,34,-0.8248696099855946,-0.8967371806183664
