-3.038888999999836416e-01,5.136805556666666206e+01,3.417094802856445312e+01
-3.038888999999836416e-01,5.136777778888888690e+01,3.369578933715820312e+01
-3.038888999999836416e-01,5.136750001111110464e+01,3.476794433593750000e+01
-3.038888999999836416e-01,5.136722223333332948e+01,3.333476638793945312e+01
-3.038888999999836416e-01,5.136694445555555433e+01,3.346396636962890625e+01
-3.038888999999836416e-01,5.136666667777777207e+01,3.409093856811523438e+01
-3.038888999999836416e-01,5.136638889999999691e+01,3.344262695312500000e+01
-3.038888999999836416e-01,5.136611112222221465e+01,3.440951538085937500e+01
-3.038888999999836416e-01,5.136583334444443949e+01,3.535226440429687500e+01
-3.038888999999836416e-01,5.136555556666666433e+01,3.494686508178710938e+01
-3.038888999999836416e-01,5.136527778888888207e+01,3.470871734619140625e+01
-3.038888999999836416e-01,5.136500001111110691e+01,3.656228256225585938e+01
-3.038888999999836416e-01,5.136472223333333176e+01,3.742597198486328125e+01
-3.038888999999836416e-01,5.136444445555554950e+01,3.734390258789062500e+01
-3.038888999999836416e-01,5.136416667777777434e+01,3.776373291015625000e+01
-3.038888999999836416e-01,5.136388889999999208e+01,3.911898422241210938e+01
-3.038888999999836416e-01,5.136361112222221692e+01,4.110549545288085938e+01
-3.038888999999836416e-01,5.136333334444444176e+01,4.133314895629882812e+01
-3.038888999999836416e-01,5.136305556666665950e+01,4.292086410522460938e+01
-3.038888999999836416e-01,5.136277778888888434e+01,4.462436294555664062e+01
-3.038888999999836416e-01,5.136250001111110919e+01,4.430877685546875000e+01
-3.038888999999836416e-01,5.136222223333332693e+01,4.546362304687500000e+01
-3.038888999999836416e-01,5.136194445555555177e+01,4.654662704467773438e+01
-3.038888999999836416e-01,5.136166667777777661e+01,4.793504714965820312e+01
-3.038888999999836416e-01,5.136138889999999435e+01,4.984114074707031250e+01
-3.038888999999836416e-01,5.136111112222221919e+01,5.091126251220703125e+01
-3.038888999999836416e-01,5.136083334444443693e+01,4.893691635131835938e+01
-3.038888999999836416e-01,5.136055556666666178e+01,4.807457733154296875e+01
-3.038888999999836416e-01,5.136027778888888662e+01,4.810021209716796875e+01
-3.038888999999836416e-01,5.136000001111110436e+01,4.956852722167968750e+01
-3.038888999999836416e-01,5.135972223333332920e+01,4.831018829345703125e+01
-3.038888999999836416e-01,5.135944445555555404e+01,4.944501113891601562e+01
-3.038888999999836416e-01,5.135916667777777178e+01,5.271744537353515625e+01
-3.038888999999836416e-01,5.135888889999999662e+01,5.322657775878906250e+01
-3.038888999999836416e-01,5.135861112222221436e+01,5.265127563476562500e+01
-3.038888999999836416e-01,5.135833334444443921e+01,5.508787918090820312e+01
-3.038888999999836416e-01,5.135805556666666405e+01,5.717121505737304688e+01
-3.038888999999836416e-01,5.135777778888888179e+01,5.842241287231445312e+01
-3.038888999999836416e-01,5.135750001111110663e+01,6.247586822509765625e+01
-3.038888999999836416e-01,5.135722223333333147e+01,6.238151550292968750e+01
-3.038888999999836416e-01,5.135694445555554921e+01,6.436368560791015625e+01
-3.038888999999836416e-01,5.135666667777777405e+01,6.347968673706054688e+01
-3.038888999999836416e-01,5.135638889999999890e+01,6.083935165405273438e+01
-3.038888999999836416e-01,5.135611112222221664e+01,5.840000534057617188e+01
-3.038888999999836416e-01,5.135583334444444148e+01,6.070180130004882812e+01
-3.038888999999836416e-01,5.135555556666665922e+01,5.238178253173828125e+01
-3.038888999999836416e-01,5.135527778888888406e+01,4.880785751342773438e+01
-3.038888999999836416e-01,5.135500001111110890e+01,4.836405181884765625e+01
-3.038888999999836416e-01,5.135472223333332664e+01,4.817352294921875000e+01
-3.038888999999836416e-01,5.135444445555555149e+01,4.726436233520507812e+01
-3.038888999999836416e-01,5.135416667777777633e+01,4.561086654663085938e+01
-3.038888999999836416e-01,5.135388889999999407e+01,4.403168106079101562e+01
-3.038888999999836416e-01,5.135361112222221891e+01,4.363828659057617188e+01
-3.038888999999836416e-01,5.135333334444443665e+01,4.311420059204101562e+01
-3.038888999999836416e-01,5.135305556666666149e+01,4.464777374267578125e+01
-3.038888999999836416e-01,5.135277778888888633e+01,4.345044326782226562e+01
-3.038888999999836416e-01,5.135250001111110407e+01,4.159437942504882812e+01
-3.038888999999836416e-01,5.135222223333332892e+01,3.932072448730468750e+01
-3.038888999999836416e-01,5.135194445555555376e+01,3.557455444335937500e+01
-3.038888999999836416e-01,5.135166667777777150e+01,3.629925537109375000e+01
-3.038888999999836416e-01,5.135138889999999634e+01,3.796955490112304688e+01
-3.038888999999836416e-01,5.135111112222221408e+01,3.897581100463867188e+01
-3.038888999999836416e-01,5.135083334444443892e+01,3.954337692260742188e+01
-3.038888999999836416e-01,5.135055556666666376e+01,3.996213912963867188e+01
-3.038888999999836416e-01,5.135027778888888150e+01,4.036570739746093750e+01
-3.038888999999836416e-01,5.135000001111110635e+01,4.046214675903320312e+01
-3.038888999999836416e-01,5.134972223333333119e+01,4.066148376464843750e+01
-3.038888999999836416e-01,5.134944445555554893e+01,4.138718032836914062e+01
-3.038888999999836416e-01,5.134916667777777377e+01,4.136736297607421875e+01
-3.038888999999836416e-01,5.134888889999999861e+01,4.189904022216796875e+01
-3.038888999999836416e-01,5.134861112222221635e+01,4.151566696166992188e+01
-3.038888999999836416e-01,5.134833334444444120e+01,4.191464233398437500e+01
-3.038888999999836416e-01,5.134805556666665893e+01,4.227391052246093750e+01
-3.038888999999836416e-01,5.134777778888888378e+01,4.228445053100585938e+01
-3.038888999999836416e-01,5.134750001111110862e+01,4.259825134277343750e+01
-3.038888999999836416e-01,5.134722223333332636e+01,4.253990936279296875e+01
-3.038888999999836416e-01,5.134694445555555120e+01,4.302818679809570312e+01
-3.038888999999836416e-01,5.134666667777777604e+01,4.295955657958984375e+01
-3.038888999999836416e-01,5.134638889999999378e+01,4.330658721923828125e+01
